Date,ONGC.NS,RELIANCE.NS
2018-06-28,99.46495819091797,420.2039794921875
2018-06-29,102.64004516601562,432.43280029296875
2018-07-02,100.7608871459961,427.1633605957031
2018-07-03,102.18647003173828,431.92144775390625
2018-07-04,101.08489227294922,440.281494140625
2018-07-05,101.34407806396484,428.8976135253906
2018-07-06,100.72850036621094,434.7007751464844
2018-07-09,101.9920425415039,443.39422607421875
2018-07-10,102.34844207763672,456.1122741699219
2018-07-11,102.4456558227539,461.9375915527344
2018-07-12,102.99642181396484,481.30352783203125
2018-07-13,99.85372924804688,489.0632629394531
2018-07-16,99.65936279296875,478.5687561035156
2018-07-17,101.18209838867188,485.75042724609375
2018-07-18,103.87118530273438,485.8393859863281
2018-07-19,104.8107681274414,491.3089599609375
2018-07-20,102.34844207763672,501.8924255371094
2018-07-23,101.4412612915039,498.17926025390625
2018-07-24,101.86246490478516,494.02154541015625
2018-07-25,103.06124877929688,495.8891906738281
2018-07-26,105.32914733886719,493.88812255859375
2018-07-27,104.51917266845703,502.4260559082031
2018-07-30,106.33352661132812,512.0089721679688
2018-07-31,107.37029266357422,527.39501953125
2018-08-01,108.34226989746094,530.2188110351562
2018-08-02,107.82388305664062,519.54638671875
2018-08-03,108.08309936523438,523.3707275390625
2018-08-06,109.6706314086914,530.3300170898438
2018-08-07,108.5690689086914,526.5946655273438
2018-08-08,111.77653503417969,541.4915161132812
2018-08-09,109.44383239746094,541.6027221679688
2018-08-10,109.6706314086914,535.4882202148438
2018-08-13,107.59708404541016,528.1510009765625
2018-08-14,107.72667694091797,538.3343505859375
2018-08-16,106.560302734375,533.976318359375
2018-08-17,105.65316009521484,535.2882080078125
2018-08-20,109.31424713134766,549.1400756835938
2018-08-21,110.28621673583984,554.6098022460938
2018-08-23,111.38777160644531,564.5040283203125
2018-08-24,113.23450469970703,568.0836791992188
2018-08-27,114.07688903808594,574.3092651367188
2018-08-28,113.13728332519531,586.5380859375
2018-08-29,114.69246673583984,575.5098876953125
2018-08-30,114.9840316772461,566.7273559570312
2018-08-31,116.6688003540039,552.1417236328125
2018-09-03,114.88687896728516,546.5831909179688
2018-09-04,112.97534942626953,552.275146484375
2018-09-05,112.55413818359375,545.6270751953125
2018-09-06,113.072509765625,560.9241943359375
2018-09-07,111.38777160644531,568.5726928710938
2018-09-10,109.28182220458984,558.4562377929688
2018-09-11,108.73106384277344,550.38525390625
2018-09-12,109.18465423583984,556.9666137695312
2018-09-14,111.80894470214844,557.2556762695312
2018-09-17,111.25817108154297,545.137939453125
2018-09-18,112.6837158203125,541.2468872070312
2018-09-19,115.58979034423828,538.4009399414062
2018-09-21,117.81016540527344,541.4026489257812
2018-09-24,117.94078826904297,547.8726806640625
2018-09-25,119.05097961425781,547.2279663085938
2018-09-26,117.94078826904297,556.4773559570312
2018-09-27,114.8061294555664,557.5224609375
2018-09-28,115.72039794921875,559.3900756835938
2018-10-01,116.89590454101562,547.7171020507812
2018-10-03,118.4958724975586,535.8885498046875
2018-10-04,112.58576202392578,499.0465087890625
2018-10-05,96.03095245361328,466.4066467285156
2018-10-08,97.82684326171875,493.332275390625
2018-10-09,95.76974487304688,484.7276611328125
2018-10-10,97.0431900024414,490.08612060546875
2018-10-11,99.88396453857422,483.7271423339844
2018-10-12,102.79000854492188,500.9585876464844
2018-10-15,104.58589935302734,506.8285217285156
2018-10-16,108.14501953125,517.5230712890625
2018-10-17,105.85935974121094,511.96453857421875
2018-10-19,104.78182220458984,489.7303466796875
2018-10-22,101.84312438964844,472.5433044433594
2018-10-23,101.4839096069336,469.0080871582031
2018-10-24,103.01858520507812,465.0281982421875
2018-10-25,101.45130157470703,458.380126953125
2018-10-26,99.1329574584961,464.650146484375
2018-10-29,101.15737915039062,483.7271423339844
2018-10-30,99.88396453857422,470.0308837890625
2018-10-31,100.07987976074219,471.9207458496094
2018-11-01,100.73294067382812,469.69732666015625
2018-11-02,102.75737762451172,477.99066162109375
2018-11-05,101.1900634765625,484.8388671875
2018-11-06,101.90841674804688,490.9754943847656
2018-11-07,102.52880096435547,493.9103088378906
2018-11-09,102.13697052001953,486.2395324707031
2018-11-12,101.90841674804688,480.2585754394531
2018-11-13,102.20228576660156,488.9076843261719
2018-11-14,105.14099884033203,488.2406921386719
2018-11-15,103.7369613647461,487.75152587890625
2018-11-16,102.10433959960938,501.3365783691406
2018-11-19,100.92884063720703,511.3864440917969
2018-11-20,99.98193359375,505.7834167480469
2018-11-21,99.10029602050781,494.888671875
2018-11-22,99.42682647705078,490.4195861816406
2018-11-26,95.73709869384766,493.48785400390625
2018-11-27,95.41056060791016,501.69232177734375
2018-11-28,93.2555160522461,512.5648803710938
2018-11-29,91.81878662109375,519.6130981445312
2018-11-30,91.62287902832031,519.1906127929688
2018-12-03,93.0595932006836,514.2546997070312
2018-12-04,95.44322204589844,512.4091186523438
2018-12-05,93.8432388305664,513.6765747070312
2018-12-06,91.52491760253906,499.6690673828125
2018-12-07,91.03512573242188,504.1824951171875
2018-12-10,89.53312683105469,484.81658935546875
2018-12-11,90.1861801147461,488.06280517578125
2018-12-12,92.53713989257812,493.8214111328125
2018-12-13,93.58202362060547,492.2872619628906
2018-12-14,95.90034484863281,494.5773620605469
2018-12-17,96.81462860107422,502.44830322265625
2018-12-18,96.39012908935547,505.3387451171875
2018-12-19,96.81462860107422,505.5166015625
2018-12-20,97.0431900024414,501.8035583496094
2018-12-21,96.97789001464844,489.2411804199219
2018-12-24,96.5860595703125,484.32745361328125
2018-12-26,95.73709869384766,488.41851806640625
2018-12-27,97.76153564453125,498.1348571777344
2018-12-28,98.28398895263672,500.513916015625
2018-12-31,97.89215087890625,498.6017761230469
2019-01-01,96.97789001464844,498.4906005859375
2019-01-02,96.03095245361328,491.99822998046875
2019-01-03,92.99427795410156,485.92828369140625
2019-01-04,95.14932250976562,488.55194091796875
2019-01-07,96.55340576171875,491.2644958496094
2019-01-08,96.29218292236328,491.22003173828125
2019-01-09,94.88812255859375,493.9326171875
2019-01-10,93.54938507080078,492.4874267578125
2019-01-11,94.4636459350586,488.2851257324219
2019-01-14,93.67997741699219,487.729248046875
2019-01-15,94.79016876220703,502.3371276855469
2019-01-16,95.57382202148438,505.116455078125
2019-01-17,94.69221496582031,504.4716491699219
2019-01-18,95.83503723144531,526.661376953125
2019-01-21,94.49628448486328,550.38525390625
2019-01-22,94.2677230834961,549.251220703125
2019-01-23,93.58202362060547,545.3157958984375
2019-01-24,92.53713989257812,554.720947265625
2019-01-25,92.73306274414062,554.0761108398438
2019-01-28,92.5044937133789,546.760986328125
2019-01-29,92.11268615722656,538.3565673828125
2019-01-30,91.23104095458984,531.7085571289062
2019-01-31,92.24327850341797,545.6937866210938
2019-02-01,92.60245513916016,555.8325805664062
2019-02-04,95.50852966308594,574.0423583984375
2019-02-05,93.35346984863281,574.3313598632812
2019-02-06,95.80238342285156,582.6470947265625
2019-02-07,96.5860595703125,573.820068359375
2019-02-08,94.1371078491211,568.172607421875
2019-02-11,90.25148010253906,557.300048828125
2019-02-12,89.76168823242188,558.7007446289062
2019-02-14,86.3005142211914,544.3820190429688
2019-02-15,88.16169738769531,553.3867797851562
2019-02-18,89.53312683105469,542.558837890625
2019-02-19,90.87185668945312,540.7801513671875
2019-02-20,94.07182312011719,548.8956298828125
2019-02-21,95.96563720703125,554.4762573242188
2019-02-22,97.0431900024414,548.0061645507812
2019-02-25,96.48809051513672,547.9838256835938
2019-02-26,96.3248519897461,542.62548828125
2019-02-27,96.65135192871094,544.0707397460938
2019-02-28,100.64606475830078,547.4281005859375
2019-03-01,100.95073699951172,545.2047119140625
2019-03-05,104.94541931152344,550.3629150390625
2019-03-06,104.81002807617188,562.4361572265625
2019-03-07,102.94806671142578,564.8596801757812
2019-03-08,101.83091735839844,563.4590454101562
2019-03-11,103.5912857055664,579.9122314453125
2019-03-12,102.81266784667969,592.0299072265625
2019-03-13,101.39083862304688,599.1226806640625
2019-03-14,102.27101135253906,596.5655517578125
2019-03-15,105.62250518798828,587.7164306640625
2019-03-18,104.7084732055664,600.3455200195312
2019-03-19,106.29956817626953,612.1295776367188
2019-03-20,102.81266784667969,611.6403198242188
2019-03-22,103.15120697021484,596.654541015625
2019-03-25,107.4167251586914,588.9614868164062
2019-03-26,109.0520248413086,607.9940795898438
2019-03-27,109.08606719970703,599.9896240234375
2019-03-28,106.22432708740234,604.77001953125
2019-04-01,107.1441879272461,618.9332275390625
2019-04-02,107.31452178955078,617.9771728515625
2019-04-03,105.917724609375,611.5292358398438
2019-04-04,105.78145599365234,601.679443359375
2019-04-05,106.66722869873047,602.0574951171875
2019-04-08,107.72335052490234,591.0960083007812
2019-04-09,107.34859466552734,593.4083862304688
2019-04-10,107.65521240234375,592.0520629882812
2019-04-11,108.06404113769531,598.9003295898438
2019-04-12,107.3826675415039,597.2548217773438
2019-04-15,106.5990982055664,595.9430541992188
2019-04-16,109.32453155517578,597.5439453125
2019-04-18,109.4267349243164,616.3096923828125
2019-04-22,107.58706665039062,598.2554321289062
2019-04-23,111.57304382324219,606.4820556640625
2019-04-24,114.91169738769531,617.8882446289062
2019-04-25,115.0479965209961,610.2841186523438
2019-04-26,114.74137878417969,619.3556518554688
2019-04-30,115.28646850585938,619.3556518554688
2019-05-02,115.08204650878906,624.8031005859375
2019-05-03,116.00189208984375,626.4928588867188
2019-05-06,115.93374633789062,615.8426513671875
2019-05-07,116.9898681640625,597.432861328125
2019-05-08,115.08204650878906,577.8443603515625
2019-05-09,115.42273712158203,558.7230834960938
2019-05-10,113.31050109863281,556.3662719726562
2019-05-13,111.81151580810547,547.8726806640625
2019-05-14,111.84558868408203,560.5018920898438
2019-05-15,110.89166259765625,558.9231567382812
2019-05-16,113.07205200195312,562.6807250976562
2019-05-17,114.02594757080078,563.59228515625
2019-05-20,119.91973114013672,589.6063842773438
2019-05-21,119.06800079345703,595.7874145507812
2019-05-22,120.60108947753906,596.05419921875
2019-05-23,118.65922546386719,593.163818359375
2019-05-24,118.82953643798828,594.4756469726562
2019-05-27,118.31851959228516,582.8248291015625
2019-05-28,119.44276428222656,588.6502685546875
2019-05-29,116.88766479492188,583.89208984375
2019-05-30,115.45679473876953,591.3184814453125
2019-05-31,117.1601791381836,591.496337890625
2019-06-03,117.29646301269531,604.8590698242188
2019-06-04,116.2403793334961,601.056884765625
2019-06-06,115.42273712158203,590.2511596679688
2019-06-07,114.12813568115234,584.7147827148438
2019-06-10,112.18626403808594,586.6046752929688
2019-06-11,115.32054138183594,591.0514526367188
2019-06-12,116.41072845458984,592.3856811523438
2019-06-13,115.11612701416016,590.2066040039062
2019-06-14,115.35459899902344,585.8932495117188
2019-06-17,112.01593017578125,570.2181396484375
2019-06-18,113.20829772949219,569.6400146484375
2019-06-19,114.02594757080078,568.0169067382812
2019-06-20,117.19428253173828,576.643798828125
2019-06-21,116.47884368896484,568.9730224609375
2019-06-24,112.56100463867188,561.3689575195312
2019-06-25,113.24238586425781,576.24365234375
2019-06-26,114.1622314453125,575.4876708984375
2019-06-27,116.2403793334961,566.5939331054688
2019-06-28,114.29850006103516,557.2333374023438
2019-07-01,109.69928741455078,564.2371215820312
2019-07-02,112.86763763427734,568.5283203125
2019-07-03,113.31050109863281,570.3294067382812
2019-07-04,113.85560607910156,570.97412109375
2019-07-05,110.03997802734375,561.7913818359375
2019-07-08,103.8395767211914,556.766357421875
2019-07-09,104.52095031738281,569.23974609375
2019-07-10,103.32855987548828,568.6838989257812
2019-07-11,104.31655883789062,569.8846435546875
2019-07-12,101.99989318847656,569.4176635742188
2019-07-15,102.68126678466797,567.4609985351562
2019-07-16,103.73737335205078,574.9762573242188
2019-07-17,102.13617706298828,570.01806640625
2019-07-18,97.70731353759766,561.1243286132812
2019-07-19,98.0479965209961,555.4100952148438
2019-07-22,99.9217529296875,569.4176635742188
2019-07-23,98.52495574951172,566.3272094726562
2019-07-24,97.8436050415039,559.9014892578125
2019-07-25,98.01393127441406,547.628173828125
2019-07-26,96.6852798461914,539.7572021484375
2019-07-29,95.6291732788086,538.4899291992188
2019-07-30,94.53897857666016,525.127197265625
2019-07-31,94.60710906982422,518.6126098632812
2019-08-01,93.27848052978516,524.8381958007812
2019-08-02,91.54100036621094,529.8225708007812
2019-08-05,89.46283721923828,511.481201171875
2019-08-06,89.56504821777344,504.7485046386719
2019-08-07,88.9177474975586,496.29351806640625
2019-08-08,89.15620422363281,515.50732421875
2019-08-09,89.224365234375,519.8690185546875
2019-08-13,87.04399871826172,570.2633666992188
2019-08-14,86.4307861328125,576.3026733398438
2019-08-16,87.14623260498047,571.7172241210938
2019-08-19,86.05603790283203,578.2485961914062
2019-08-20,85.20433044433594,570.8001098632812
2019-08-21,82.58109283447266,568.5633544921875
2019-08-22,80.18146514892578,557.7374877929688
2019-08-23,83.815185546875,570.7554321289062
2019-08-26,84.84357452392578,566.7069091796875
2019-08-27,86.1119384765625,570.3080444335938
2019-08-28,83.09529113769531,565.1411743164062
2019-08-29,84.50079345703125,555.5006713867188
2019-08-30,83.09529113769531,558.5426635742188
2019-09-03,80.3185806274414,539.686767578125
2019-09-04,81.58695220947266,537.3381958007812
2019-09-05,85.80342102050781,536.1973876953125
2019-09-06,87.72311401367188,546.88916015625
2019-09-09,88.71724700927734,546.7550659179688
2019-09-11,86.21478271484375,552.2127075195312
2019-09-12,86.31761932373047,541.4537353515625
2019-09-13,88.34016418457031,548.2760009765625
2019-09-16,89.60852813720703,541.6326904296875
2019-09-17,88.92294311523438,535.6829223632812
2019-09-18,87.07178497314453,539.3735961914062
2019-09-19,85.22067260742188,527.45166015625
2019-09-20,91.59678649902344,561.1373291015625
2019-09-23,93.44792175292969,554.3600463867188
2019-09-24,91.52822875976562,572.0303955078125
2019-09-25,90.12273406982422,572.41064453125
2019-09-26,93.9621353149414,580.1275634765625
2019-09-27,90.15702056884766,585.6075439453125
2019-09-30,90.3626937866211,595.9861450195312
2019-10-01,87.8945083618164,583.7510375976562
2019-10-03,87.82597351074219,586.5023193359375
2019-10-04,88.82008361816406,585.1825561523438
2019-10-07,86.76329040527344,586.0773315429688
2019-10-09,86.2833480834961,592.631103515625
2019-10-10,86.04338073730469,609.6304931640625
2019-10-11,88.44300079345703,605.0897827148438
2019-10-14,92.72802734375,607.5054931640625
2019-10-15,95.05908966064453,610.2566528320312
2019-10-16,97.11589050292969,613.925048828125
2019-10-17,96.94448852539062,624.7285766601562
2019-10-18,98.38426971435547,633.608642578125
2019-10-22,98.89847564697266,632.6244506835938
2019-10-23,97.28730010986328,622.8944091796875
2019-10-24,96.4645767211914,642.6004028320312
2019-10-25,95.67613220214844,640.251708984375
2019-10-27,95.8818130493164,641.6162109375
2019-10-29,97.45869445800781,656.2894287109375
2019-10-30,96.36174011230469,661.679931640625
2019-10-31,97.1501693725586,655.0814819335938
2019-11-01,98.82989501953125,651.7487182617188
2019-11-04,101.05813598632812,652.084228515625
2019-11-05,100.3382339477539,647.4541625976562
2019-11-06,99.17271423339844,641.9068603515625
2019-11-07,97.39013671875,652.5092163085938
2019-11-08,94.81912994384766,646.64892578125
2019-11-11,95.36762237548828,638.7308349609375
2019-11-13,94.75056457519531,658.637939453125
2019-11-14,93.37934875488281,654.3657836914062
2019-11-15,92.93372344970703,657.9893798828125
2019-11-18,91.8024673461914,652.7776489257812
2019-11-19,91.3568344116211,675.3912353515625
2019-11-20,91.66534423828125,692.3460083007812
2019-11-21,89.91705322265625,687.85009765625
2019-11-22,91.7681884765625,691.83154296875
2019-11-25,89.7799301147461,698.5642700195312
2019-11-26,89.30000305175781,697.982666015625
2019-11-27,90.9454574584961,702.2772216796875
2019-11-28,91.28824615478516,706.9521484375
2019-11-29,90.32842254638672,693.9117431640625
2019-12-02,87.82597351074219,709.7256469726562
2019-12-03,87.51744079589844,706.3258056640625
2019-12-04,89.16287994384766,694.605224609375
2019-12-05,88.37445831298828,693.777587890625
2019-12-06,86.76329040527344,695.5892944335938
2019-12-09,86.59187316894531,703.5075073242188
2019-12-10,85.83769989013672,698.7431640625
2019-12-11,87.75739288330078,698.9444580078125
2019-12-12,86.31761932373047,701.5390014648438
2019-12-13,86.72897338867188,708.115234375
2019-12-16,86.1119384765625,700.8233642578125
2019-12-17,85.90625,699.0786743164062
2019-12-18,85.76915740966797,704.9613037109375
2019-12-19,86.18049621582031,720.2161254882812
2019-12-20,85.80342102050781,715.3623046875
2019-12-23,85.46061706542969,702.970703125
2019-12-24,86.38618469238281,691.8091430664062
2019-12-26,87.75739288330078,677.9188842773438
2019-12-27,88.0316390991211,689.9750366210938
2019-12-30,87.72311401367188,690.802734375
2019-12-31,88.30589294433594,677.3150024414062
2020-01-01,87.38031005859375,675.32421875
2020-01-02,87.79168701171875,686.8212280273438
2020-01-03,88.06591033935547,687.6488037109375
2020-01-06,86.55758666992188,671.70068359375
2020-01-07,86.21478271484375,682.0345458984375
2020-01-08,84.63790130615234,676.912353515625
2020-01-09,84.80928802490234,692.5026245117188
2020-01-10,85.11782836914062,692.3460083007812
2020-01-13,86.00910949707031,690.5790405273438
2020-01-14,85.73486328125,684.1818237304688
2020-01-15,85.46061706542969,681.6990356445312
2020-01-16,85.3577880859375,687.9842529296875
2020-01-17,85.97480773925781,707.2653198242188
2020-01-20,84.26081848144531,685.5015258789062
2020-01-21,84.1579818725586,686.1949462890625
2020-01-22,79.80438995361328,685.9488525390625
2020-01-23,80.76423645019531,683.0410766601562
2020-01-24,81.14130401611328,680.6701049804688
2020-01-27,80.38713836669922,673.9598388671875
2020-01-28,79.94151306152344,658.3919677734375
2020-01-29,80.66138458251953,662.0154418945312
2020-01-30,79.25590515136719,645.8660278320312
2020-01-31,74.69661712646484,631.5060424804688
2020-02-03,70.9258041381836,619.8077392578125
2020-02-04,72.77694702148438,638.1044921875
2020-02-05,73.22258758544922,647.9909057617188
2020-02-06,73.5311050415039,652.1513061523438
2020-02-07,74.90231323242188,641.347900390625
2020-02-10,72.81121826171875,642.2200927734375
2020-02-11,73.22258758544922,649.8921508789062
2020-02-12,73.15402221679688,657.7432861328125
2020-02-13,72.22844696044922,659.465576171875
2020-02-14,70.82296752929688,665.4824829101562
2020-02-17,68.52619171142578,661.2997436523438
2020-02-18,68.08056640625,656.4459228515625
2020-02-19,69.72599792480469,672.7295532226562
2020-02-20,70.48016357421875,664.744384765625
2020-02-24,67.2235336303711,646.40283203125
2020-02-25,66.8807373046875,633.6309814453125
2020-02-26,65.68092346191406,622.715576171875
2020-02-27,64.00119018554688,620.1432495117188
2020-02-28,63.04134750366211,594.3756103515625
2020-03-02,61.08738327026367,588.7837524414062
2020-03-03,64.00119018554688,600.7280883789062
2020-03-04,63.624114990234375,599.3189086914062
2020-03-05,63.48698425292969,586.5469970703125
2020-03-06,60.6760139465332,568.5857543945312
2020-03-09,51.1118278503418,498.41845703125
2020-03-11,49.1578483581543,516.0440673828125
2020-03-12,42.85029220581055,475.5363464355469
2020-03-13,45.18134689331055,494.4593505859375
2020-03-16,41.2391242980957,454.37652587890625
2020-03-17,41.13628005981445,450.9319152832031
2020-03-18,46.723960876464844,433.261474609375
2020-03-19,41.856163024902344,410.5359191894531
2020-03-20,49.603492736816406,455.3830871582031
2020-03-23,44.484806060791016,395.4825134277344
2020-03-24,46.031455993652344,422.0329284667969
2020-03-25,45.33177947998047,484.1478576660156
2020-03-26,47.6885871887207,476.96783447265625
2020-03-27,47.4676399230957,476.6994323730469
2020-03-30,46.65748596191406,460.9749755859375
2020-03-31,50.30317306518555,498.239501953125
2020-04-01,48.425086975097656,483.3426513671875
2020-04-03,51.44475173950195,482.0005798339844
2020-04-07,53.691097259521484,539.5525512695312
2020-04-08,54.832672119140625,533.3119506835938
2020-04-09,56.931705474853516,545.7484130859375
2020-04-13,55.27457809448242,531.969970703125
2020-04-15,54.75901412963867,514.388916015625
2020-04-16,55.56917953491211,522.5308227539062
2020-04-17,56.1952018737793,547.5601196289062
2020-04-20,54.50124740600586,556.4177856445312
2020-04-21,51.076507568359375,553.5324096679688
2020-04-22,48.130489349365234,610.0106811523438
2020-04-23,49.60349655151367,613.2764892578125
2020-04-24,49.787620544433594,633.8993530273438
2020-04-27,50.41364669799805,639.6030883789062
2020-04-28,50.96603012084961,638.8873291015625
2020-04-29,51.92347717285156,638.3504638671875
2020-04-30,58.84661102294922,655.819580078125
2020-05-04,56.37934112548828,642.0411376953125
2020-05-05,57.778682708740234,653.4262084960938
2020-05-06,58.367897033691406,653.4711303710938
2020-05-07,55.67964553833008,674.138671875
2020-05-08,55.9742546081543,698.6760864257812
2020-05-11,56.74757766723633,705.386474609375
2020-05-12,56.1952018737793,661.7470703125
2020-05-13,57.594547271728516,675.7871704101562
2020-05-14,56.08472442626953,648.4657592773438
2020-05-15,56.08472442626953,659.0556640625
2020-05-18,53.691097259521484,650.6334228515625
2020-05-19,56.82121658325195,636.2501220703125
2020-05-20,57.44724655151367,647.44970703125
2020-05-21,56.71074676513672,650.8591918945312
2020-05-22,56.08472442626953,646.478759765625
2020-05-26,56.71074676513672,643.091796875
2020-05-27,57.41041946411133,652.8011474609375
2020-05-28,58.07329177856445,664.8585815429688
2020-05-29,61.27707290649414,661.3135986328125
2020-06-01,61.8294563293457,686.5802612304688
2020-06-02,62.087242126464844,693.5121459960938
2020-06-03,63.560237884521484,696.19921875
2020-06-04,62.529136657714844,713.427490234375
2020-06-05,64.03897094726562,714.2855224609375
2020-06-08,66.98497009277344,708.776123046875
2020-06-09,66.28529357910156,694.1669921875
2020-06-10,64.99641418457031,709.9728393554688
2020-06-11,64.00213623046875,694.4154663085938
2020-06-12,61.792633056640625,717.4918823242188
2020-06-15,61.9399299621582,729.1204223632812
2020-06-16,61.792633056640625,730.54296875
2020-06-17,62.013580322265625,729.481689453125
2020-06-18,61.5716667175293,747.7937622070312
2020-06-19,63.155155181884766,794.53369140625
2020-06-22,62.492313385009766,788.5501098632812
2020-06-23,63.08150100708008,777.1472778320312
2020-06-24,61.20342254638672,780.285888671875
2020-06-25,60.098670959472656,775.79248046875
2020-06-26,61.97675323486328,786.517822265625
2020-06-29,60.687870025634766,778.1634521484375
2020-06-30,59.91455078125,769.560546875
2020-07-01,59.251686096191406,784.6890258789062
2020-07-02,60.282798767089844,798.19775390625
